Tracker ID,Unit,Plant,Wiki page,Sponsor,Capacity (MW),Status,Region,Country,Subnational unit (province/state),Latitude,Longitude,Parent
G111250,Xuzhou Chacheng power station Unit 2,Xuzhou Chacheng power station,http://bit.ly/1PjVVj4,Jiangsu Energy,55,Retired,East Asia,China,Jiangsu,34.4035337,117.1348669,Xuzhou Mining Group
G111251,Xuzhou Chacheng power station Unit 3,Xuzhou Chacheng power station,http://bit.ly/1PjVVj4,Jiangsu Energy,55,Retired,East Asia,China,Jiangsu,34.4035337,117.1348669,Xuzhou Mining Group
G111252,Xuzhou Chacheng power station Unit 4,Xuzhou Chacheng power station,http://bit.ly/1PjVVj4,Jiangsu Energy,135,Operating,East Asia,China,Jiangsu,34.4035337,117.1348669,Xuzhou Mining Group
G111253,Xuzhou Chacheng power station Unit 5,Xuzhou Chacheng power station,http://bit.ly/1PjVVj4,Jiangsu Energy,135,Operating,East Asia,China,Jiangsu,34.4035337,117.1348669,Xuzhou Mining Group
G111254,Xuzhou Huaimei power station Unit 1 (18),Xuzhou Huaimei power station,http://bit.ly/1g0e2hC,Jiangsu Energy,55,Retired,East Asia,China,Jiangsu,34.3411596,117.1047509,Xuzhou Mining Group
G111255,Xuzhou Huaimei power station Unit 2 (19),Xuzhou Huaimei power station,http://bit.ly/1g0e2hC,Jiangsu Energy,55,Retired,East Asia,China,Jiangsu,34.3411596,117.1047509,Xuzhou Mining Group
G111256,Xuzhou Huaimei power station Unit 3,Xuzhou Huamei power station,http://bit.ly/1g0e2hC,Jiangsu Energy,350,Operating,East Asia,China,Jiangsu,34.3411596,117.1047509,Xuzhou Mining Group
G111257,Xuzhou Huaimei power station Unit 4,Xuzhou Huamei power station,http://bit.ly/1g0e2hC,Jiangsu Energy,350,Operating,East Asia,China,Jiangsu,34.3411596,117.1047509,Xuzhou Mining Group
G114037,Xuzhou Huaxin Power Station Unit 1,Xuzhou Huaxin power station,http://bit.ly/2QXTLeD,China Resources Power Construction Service Co (华润电力工程服务公司) 72%; Xuzhou Huayuan Investment Co (徐州华源投资有限公司) 28.00%.,330,Operating,East Asia,China,Jiangsu,34.393134,117.260082,"China Resources (72%), Xuzhou Huayuan Investment (28%)"
G114038,Xuzhou Huaxin Power Station Unit 2,Xuzhou Huaxin power station,http://bit.ly/2QXTLeD,China Resources Power Construction Service Co (华润电力工程服务公司) 72%; Xuzhou Huayuan Investment Co (徐州华源投资有限公司) 28.00%.,330,Operating,East Asia,China,Jiangsu,34.393134,117.260082,"China Resources (72%), Xuzhou Huayuan Investment (28%)"
G113221,Xuzhou Jiangping Cogen Power Station Unit 4,Xuzhou Jiangping Cogen power station,,,30,Operating,East Asia,China,Jiangsu,34.335815,117.400589,
G111258,Xuzhou Pengcheng-1 power station Unit 1,Xuzhou Pengcheng power station,http://bit.ly/1g0eBYY,China Resources Power Investment Co (华润电力投资有限公司) 35%; SDIC Power Holdings (国投电力控股股份有限公司) 30%; Jiangsu Guoxin Investment Group 20%; Xuzhou Huaxing Investment Co 15%.,330,Operating,East Asia,China,Jiangsu,34.3779,117.17591,"China Resources (35%), SDIC (30%), Jiangsu Guoxin Investment Group (20%), Xuzhou Huaxing Investment (15%)"
G111259,Xuzhou Pengcheng-1 power station Unit 2,Xuzhou Pengcheng power station,http://bit.ly/1g0eBYY,China Resources Power Investment Co (华润电力投资有限公司) 35%; SDIC Power Holdings (国投电力控股股份有限公司) 30%; Jiangsu Guoxin Investment Group 20%; Xuzhou Huaxing Investment Co 15%.,330,Operating,East Asia,China,Jiangsu,34.3779,117.17591,"China Resources (35%), SDIC (30%), Jiangsu Guoxin Investment Group (20%), Xuzhou Huaxing Investment (15%)"
G111260,Xuzhou Pengcheng-2 power station Unit 1,Xuzhou Pengcheng power station,http://bit.ly/1g0eBYY,China Resources Power Investment Co (华润电力投资有限公司) 35%; SDIC Power Holdings (国投电力控股股份有限公司) 30%; Jiangsu Guoxin Investment Group 20%; Xuzhou Huaxing Investment Co 15%.,340,Operating,East Asia,China,Jiangsu,34.3779,117.17591,"China Resources (35%), SDIC (30%), Jiangsu Guoxin Investment Group (20%), Xuzhou Huaxing Investment (15%)"
G111261,Xuzhou Pengcheng-2 power station Unit 2,Xuzhou Pengcheng power station,http://bit.ly/1g0eBYY,China Resources Power Investment Co (华润电力投资有限公司) 35%; SDIC Power Holdings (国投电力控股股份有限公司) 30%; Jiangsu Guoxin Investment Group 20%; Xuzhou Huaxing Investment Co 15%.,340,Operating,East Asia,China,Jiangsu,34.3779,117.17591,"China Resources (35%), SDIC (30%), Jiangsu Guoxin Investment Group (20%), Xuzhou Huaxing Investment (15%)"
G111817,Xuzhou Pengcheng-3 power station Unit 1,Xuzhou Pengcheng power station,http://bit.ly/1g0eBYY,China Resources Power Construction Service Co (华润电力工程服务公司) 54.50%%; SDIC Power Holdings (国投电力控股股份有限公司) 21%; Jiangsu Guoxin Investment Group 14%; Xuzhou Huaxing Investment Co 10.5%.,1000,Operating,East Asia,China,Jiangsu,34.3779,117.17591,"China Resources (54.5%), SDIC (21%), Jiangsu Guoxin Investment Group (14%), Xuzhou Huaxing Investment (10.5%)"
G111818,Xuzhou Pengcheng-3 power station Unit 2,Xuzhou Pengcheng power station,http://bit.ly/1g0eBYY,China Resources Power Construction Service Co (华润电力工程服务公司) 54.50%%; SDIC Power Holdings (国投电力控股股份有限公司) 21%; Jiangsu Guoxin Investment Group 14%; Xuzhou Huaxing Investment Co 10.5%.,1000,Operating,East Asia,China,Jiangsu,34.3779,117.17591,"China Resources (54.5%), SDIC (21%), Jiangsu Guoxin Investment Group (14%), Xuzhou Huaxing Investment (10.5%)"
G113222,Yangzhou Mill 1 Unit 1,Yangzhou Mill power station,http://bit.ly/1K5wvaq,Yfy Group,36,Operating,East Asia,China,Jiangsu,32.264804,119.411406,Yfy Group
G113223,Yangzhou Mill 1 Unit 2,Yangzhou Mill power station,http://bit.ly/1K5wvaq,Yfy Group,36,Operating,East Asia,China,Jiangsu,32.264804,119.411406,Yfy Group
G111304,Yangzhou Mill 1 Unit 3,Yangzhou Mill power station,http://bit.ly/1K5wvaq,Yfy Group,50,Operating,East Asia,China,Jiangsu,32.264804,119.411406,Yfy Group
G111305,Yangzhou-1 power station Unit 4,Yangzhou-1 power station,http://bit.ly/1PkNeam,Huadian Jiangsu Energy Co 55.29%; Yangzhou Yangzi River Investment Development Group (扬州市扬子江投资发展集团有限责任公司)23.19%; Taizhou Taineng Investment Management Co (泰州市泰能投资管理有限责任公司)16.32%; 5 other companies 5.2%.,220,Retired,East Asia,China,Jiangsu,32.4303356,119.4743089,"China Huadian (55%), Yangzhou Yangzi River Investment Development Group (23%), Taizhou Taineng Investment Management (16%), Other (5%)"
G111306,Yangzhou-1 power station Unit 5,Yangzhou-1 power station,http://bit.ly/1PkNeam,Huadian Jiangsu Energy Co 55.29%; Yangzhou Yangzi River Investment Development Group (扬州市扬子江投资发展集团有限责任公司)23.19%; Taizhou Taineng Investment Management Co (泰州市泰能投资管理有限责任公司)16.32%; 5 other companies 5.2%.,220,Retired,East Asia,China,Jiangsu,32.4303356,119.4743089,"China Huadian (55%), Yangzhou Yangzi River Investment Development Group (23%), Taizhou Taineng Investment Management (16%), Other (5%)"
G111307,Yangzhou-1 power station Unit 6,Yangzhou-1 power station,http://bit.ly/1PkNeam,Huadian Jiangsu Energy Co 55.29%; Yangzhou Yangzi River Investment Development Group (扬州市扬子江投资发展集团有限责任公司)23.19%; Taizhou Taineng Investment Management Co (泰州市泰能投资管理有限责任公司)16.32%; 5 other companies 5.2%.,330,Operating,East Asia,China,Jiangsu,32.4303356,119.4743089,"China Huadian (55%), Yangzhou Yangzi River Investment Development Group (23%), Taizhou Taineng Investment Management (16%), Other (5%)"
G111308,Yangzhou-1 power station Unit 7,Yangzhou-1 power station,http://bit.ly/1PkNeam,Huadian Jiangsu Energy Co 55.29%; Yangzhou Yangzi River Investment Development Group (扬州市扬子江投资发展集团有限责任公司)23.19%; Taizhou Taineng Investment Management Co (泰州市泰能投资管理有限责任公司)16.32%; 5 other companies 5.2%.,330,Operating,East Asia,China,Jiangsu,32.4303356,119.4743089,"China Huadian (55%), Yangzhou Yangzi River Investment Development Group (23%), Taizhou Taineng Investment Management (16%), Other (5%)"
G111309,Yangzhou-2 power station Unit 1,Yangzhou-2 power station,http://bit.ly/1PkNgPx,Jiangsu Guoxin Co. Ltd. 90%; Yangzhou Yangzi River Investment Development Group (扬州市扬子江投资发展集团有限责任公司) 5%; Taizhou Taineng Investment Management Co (泰州市泰能投资管理有限责任公司)5%.,630,Operating,East Asia,China,Jiangsu,32.2677778,119.4194444,"Jiangsu Guoxin Investment Group (90%), Yangzhou Yangzi River Investment Development Group (5%), Taizhou Taineng Investment Management (5%)"
G111310,Yangzhou-2 power station Unit 2,Yangzhou-2 power station,http://bit.ly/1PkNgPx,Jiangsu Guoxin Co. Ltd. 90%; Yangzhou Yangzi River Investment Development Group (扬州市扬子江投资发展集团有限责任公司) 5%; Taizhou Taineng Investment Management Co (泰州市泰能投资管理有限责任公司)5%.,630,Operating,East Asia,China,Jiangsu,32.2677778,119.4194444,"Jiangsu Guoxin Investment Group (90%), Yangzhou Yangzi River Investment Development Group (5%), Taizhou Taineng Investment Management (5%)"
G111311,Yangzhou-2 power station Unit 3,Yangzhou-2 power station,http://bit.ly/1PkNgPx,Jiangsu Guoxin Co. Ltd. 90%; Yangzhou Yangzi River Investment Development Group (扬州市扬子江投资发展集团有限责任公司) 5%; Taizhou Taineng Investment Management Co (泰州市泰能投资管理有限责任公司)5%.,600,Operating,East Asia,China,Jiangsu,32.2677778,119.4194444,"Jiangsu Guoxin Investment Group (90%), Yangzhou Yangzi River Investment Development Group (5%), Taizhou Taineng Investment Management (5%)"
G111312,Yangzhou-2 power station Unit 4,Yangzhou-2 power station,http://bit.ly/1PkNgPx,Jiangsu Guoxin Co. Ltd. 90%; Yangzhou Yangzi River Investment Development Group (扬州市扬子江投资发展集团有限责任公司) 5%; Taizhou Taineng Investment Management Co (泰州市泰能投资管理有限责任公司)5%.,600,Operating,East Asia,China,Jiangsu,32.2677778,119.4194444,"Jiangsu Guoxin Investment Group (90%), Yangzhou Yangzi River Investment Development Group (5%), Taizhou Taineng Investment Management (5%)"
G111313,Yangzhou-2 power station Unit 5,Yangzhou-2 power station,http://bit.ly/1PkNgPx,Jiansu Guoxin Invest Group,1000,Cancelled,East Asia,China,Jiangsu,32.2677778,119.4194444,"Jiangsu Guoxin Investment Group (90%), Yangzhou Yangzi River Investment Development Group (5%), Taizhou Taineng Investment Management (5%)"
G111314,Yangzhou-2 power station Unit 6,Yangzhou-2 power station,http://bit.ly/1PkNgPx,Jiansu Guoxin Invest Group,1000,Cancelled,East Asia,China,Jiangsu,32.2677778,119.4194444,"Jiangsu Guoxin Investment Group (90%), Yangzhou Yangzi River Investment Development Group (5%), Taizhou Taineng Investment Management (5%)"
G111411,Yixing Cogen power station Unit 1,Yixing Cogen power station,http://bit.ly/1QH2Ia4,China Resources Power Holdings,60,Operating,East Asia,China,Jiangsu,31.370614,119.772788,China Resources
G111412,Yixing Cogen power station Unit 2,Yixing Cogen power station,http://bit.ly/1QH2Ia4,China Resources Power Holdings,60,Operating,East Asia,China,Jiangsu,31.370614,119.772788,China Resources
G111413,Yixing Linggu Chemical 1,Yixing Linggu Chemical,http://bit.ly/2lmL0fv,Jiangsu Linggu Chemical Co Ltd,60,Operating,East Asia,China,Jiangsu,31.426887,119.854891,Jiangsu Linggu Chemical Co Ltd
G111414,Yixing Xielian power station Unit 3,Yixing Xielian power station,http://bit.ly/1QH3c03,Union Energy Co,60,Retired,East Asia,China,Jiangsu,31.396011,119.82837,Saha-Union Plc
G111415,Yixing Xielian power station Unit 4,Yixing Xielian power station,http://bit.ly/1QH3c03,Union Energy Co,60,Retired,East Asia,China,Jiangsu,31.396011,119.82837,Saha-Union Plc
G111416,Yixing Xielian power station Unit 5,Yixing Xielian power station,http://bit.ly/1QH3c03,Union Energy Co,135,Operating,East Asia,China,Jiangsu,31.396011,119.82837,Saha-Union Plc
G111417,Yixing Xielian power station Unit 6,Yixing Xielian power station,http://bit.ly/1QH3c03,Union Energy Co,135,Operating,East Asia,China,Jiangsu,31.396011,119.82837,Saha-Union Plc
G113851,Yongtai Peixian Unit 1,Yongtai Peixian power station,http://bit.ly/2JFRchT,Huaxing Electricity Co.,660,Shelved,East Asia,China,Jiangsu,34.87916,116.859258,Wintime Energy
G113852,Yongtai Peixian Unit 2,Yongtai Peixian power station,http://bit.ly/2JFRchT,Huaxing Electricity Co.,660,Shelved,East Asia,China,Jiangsu,34.87916,116.859258,Wintime Energy
G113210,Zhangjiagang Changyuan Cogen Power Station Unit 5,Zhangjiagang Changyuan Cogen power station,,,35,Operating,East Asia,China,Jiangsu,31.967884,120.452685,
G113211,Zhangjiagang Changyuan Cogen Power Station Unit 6,Zhangjiagang Changyuan Cogen power station,,,35,Operating,East Asia,China,Jiangsu,31.967884,120.452685,
G113853,Zhangjiagang Huaxing unit 1,Zhangjiagang Huaxing power station,,Huaxing Electricity Co.,135,Retired,East Asia,China,Jiangsu,31.885658,120.594892,Wintime Energy
G113854,Zhangjiagang Huaxing unit 2,Zhangjiagang Huaxing power station,,Huaxing Electricity Co.,135,Retired,East Asia,China,Jiangsu,31.885658,120.594892,Wintime Energy
G111564,Zhangjiagang Shagang power station Unit 1,Zhangjiagang Shagang power station,http://bit.ly/1NL8lxU,Jiangsu Shagang Group Co,50,Operating,East Asia,China,Jiangsu,31.9788584,120.6333781,Jiangsu Shagang Group
G111565,Zhangjiagang Shagang power station Unit 2,Zhangjiagang Shagang power station,http://bit.ly/1NL8lxU,Jiangsu Shagang Group Co,50,Operating,East Asia,China,Jiangsu,31.9788584,120.6333781,Jiangsu Shagang Group
G111566,Zhangjiagang Shagang power station Unit 3,Zhangjiagang Shagang power station,http://bit.ly/1NL8lxU,Jiangsu Shagang Group Co,50,Operating,East Asia,China,Jiangsu,31.9788584,120.6333781,Jiangsu Shagang Group
G111567,Zhangjiagang Shagang power station Unit 4,Zhangjiagang Shagang power station,http://bit.ly/1NL8lxU,Jiangsu Shagang Group Co,50,Operating,East Asia,China,Jiangsu,31.9788584,120.6333781,Jiangsu Shagang Group
G111570,Zhangjiagang Shazhou power station Unit 1,Zhangjiagang Shazhou power station,http://bit.ly/1Sy8SFw,Jiangsu Huachen Electric Power Group (江苏华晨电力集团有限公司) 80%; Zhangjiagang Jincheng Investment Development Co (张家港市金城投资发展有限公司) 20%.,630,Operating,East Asia,China,Jiangsu,31.989733,120.6879258,"Wintime Energy (80%), Zhangjiagang Jincheng Investment Development (20%)"
G111571,Zhangjiagang Shazhou power station Unit 2,Zhangjiagang Shazhou power station,http://bit.ly/1Sy8SFw,Jiangsu Huachen Electric Power Group (江苏华晨电力集团有限公司) 80%; Zhangjiagang Jincheng Investment Development Co (张家港市金城投资发展有限公司) 20%.,630,Operating,East Asia,China,Jiangsu,31.989733,120.6879258,"Wintime Energy (80%), Zhangjiagang Jincheng Investment Development (20%)"
G111568,Zhangjiagang Shazhou power station Unit 3,Zhangjiagang Shazhou power station,http://bit.ly/1pHlLj0,Huaxing Electricity Co.,1000,Operating,East Asia,China,Jiangsu,31.989733,120.6879258,Wintime Energy
G111569,Zhangjiagang Shazhou power station Unit 4,Zhangjiagang Shazhou power station,http://bit.ly/1pHlLj0,Huaxing Electricity Co.,1000,Operating,East Asia,China,Jiangsu,31.989733,120.6879258,Wintime Energy
G111689,Zhongneng Polysilicon 1,Zhongneng Polysilicon power station,http://bit.ly/2dy3gNJ,Gcl-Poly Energy Holdings Ltd,350,Operating,East Asia,China,Jiangsu,34.305823,117.306035,GCL Poly Energy Holdings
G101768,CPI Shangrao unit 1,CPI Shangrao power station,http://bit.ly/29OB2AL,"SPIC Jiangxi Electric Power Co, Ltd.",1000,Pre-Permit,East Asia,China,Jiangxi,28.28488,117.857259,State Power Investment Corporation
G101769,CPI Shangrao unit 2,CPI Shangrao power station,http://bit.ly/29OB2AL,"SPIC Jiangxi Electric Power Co, Ltd.",1000,Pre-Permit,East Asia,China,Jiangxi,28.28488,117.857259,State Power Investment Corporation
G101778,CPI Xinchang 1,CPI Xinchang power station,http://bit.ly/1pHzfve,"SPIC Jiangxi Electric Power Co, Ltd.100%",700,Operating,East Asia,China,Jiangxi,28.8613,115.97585,State Power Investment Corporation
G101779,CPI Xinchang 2,CPI Xinchang power station,http://bit.ly/1pHzfve,"SPIC Jiangxi Electric Power Co, Ltd.100%",700,Operating,East Asia,China,Jiangxi,28.8613,115.97585,State Power Investment Corporation
G101780,CPI Xinchang 3,CPI Xinchang power station,http://bit.ly/1pHzfve,"SPIC Jiangxi Electric Power Co, Ltd.",1000,Shelved,East Asia,China,Jiangxi,28.8613,115.97585,State Power Investment Corporation
G101781,CPI Xinchang 4,CPI Xinchang power station,http://bit.ly/1pHzfve,"SPIC Jiangxi Electric Power Co, Ltd.",1000,Shelved,East Asia,China,Jiangxi,28.8613,115.97585,State Power Investment Corporation
G102041,Datang Fuzhou power station Unit 1,Datang Fuzhou power station,http://bit.ly/WDtgQ4,Datang International Power Generation Co Jiangxi Branch 51%; EDF China Investment Co 49%.,1000,Operating,East Asia,China,Jiangxi,27.7844943,116.5644289,"China Datang (51%), EDF Group (49%)"
G102042,Datang Fuzhou power station Unit 2,Datang Fuzhou power station,http://bit.ly/WDtgQ4,Datang International Power Generation Co Jiangxi Branch 51%; EDF China Investment Co 49%.,1000,Operating,East Asia,China,Jiangxi,27.7844943,116.5644289,"China Datang (51%), EDF Group (49%)"
G111198,Datang Xinyu-1 power station Unit 1,Datang Xinyu power station,http://bit.ly/1efa3Mq,Datang International Power Generation Co Jiangxi Branch,220,Operating,East Asia,China,Jiangxi,27.7770329,114.9091471,China Datang
G111199,Datang Xinyu-1 power station Unit 2,Datang Xinyu power station,http://bit.ly/1efa3Mq,Datang International Power Generation Co Jiangxi Branch,220,Operating,East Asia,China,Jiangxi,27.7770329,114.9091471,China Datang
